id_inscription,id_etudiant,annee_universitaire,type,date_inscription,filiere,niveau,annee
3033,1410,2020-2021,Réinscrit,2020-08-11,Génie Electrique,S5,2020-2021
3034,1411,2020-2021,Nouveau,2023-02-10,Droit des Affaires,S4,2020-2021
3035,1411,2023-2024,Réinscrit,2021-07-23,Droit des Affaires,S5,2023-2024
3036,1412,2021-2022,Nouveau,2023-06-02,Finance & Comptabilité,S2,2021-2022
3037,1412,2022-2023,Réinscrit,2019-09-12,Finance & Comptabilité,S5,2022-2023
3038,1412,2023-2024,Réinscrit,2020-01-26,Finance & Comptabilité,S6,2023-2024
3039,1413,2023-2024,Nouveau,2019-04-18,Génie Civil,S2,2023-2024
3040,1413,2023-2024,Réinscrit,2020-09-22,Génie Civil,S6,2023-2024
3041,1414,2023-2024,Nouveau,2024-01-08,Finance & Comptabilité,S3,2023-2024
3042,1415,2023-2024,Nouveau,2020-07-07,Marketing,S1,2023-2024
3043,1415,2022-2023,Réinscrit,2023-06-04,Marketing,S2,2022-2023
3044,1415,2022-2023,Réinscrit,2019-11-19,Marketing,S1,2022-2023
3045,1415,2020-2021,Réinscrit,2022-09-25,Marketing,S5,2020-2021
3046,1416,2020-2021,Nouveau,2021-05-09,Droit des Affaires,S3,2020-2021
3047,1416,2021-2022,Réinscrit,2024-09-27,Droit des Affaires,S1,2021-2022
3048,1416,2020-2021,Réinscrit,2021-01-15,Droit des Affaires,S5,2020-2021
3049,1417,2022-2023,Nouveau,2020-10-08,Génie Informatique,S5,2022-2023
3050,1418,2020-2021,Nouveau,2021-05-12,Génie Electrique,S3,2020-2021
3051,1418,2020-2021,Réinscrit,2019-03-03,Génie Electrique,S5,2020-2021
3052,1419,2020-2021,Nouveau,2019-03-16,Finance & Comptabilité,S3,2020-2021
3053,1419,2020-2021,Réinscrit,2022-02-16,Finance & Comptabilité,S1,2020-2021
3054,1419,2022-2023,Réinscrit,2021-10-31,Finance & Comptabilité,S4,2022-2023
3055,1419,2024-2025,Réinscrit,2020-11-07,Finance & Comptabilité,S3,2024-2025
3056,1420,2022-2023,Nouveau,2020-02-13,Marketing,S6,2022-2023
3057,1420,2020-2021,Réinscrit,2022-05-20,Marketing,S4,2020-2021
3058,1420,2024-2025,Réinscrit,2019-10-19,Marketing,S5,2024-2025
3059,1420,2021-2022,Réinscrit,2018-12-07,Marketing,S5,2021-2022
3060,1421,2023-2024,Nouveau,2019-02-01,Marketing,S3,2023-2024
3061,1421,2021-2022,Réinscrit,2020-05-13,Marketing,S6,2021-2022
3062,1421,2023-2024,Réinscrit,2019-07-20,Marketing,S6,2023-2024
3063,1421,2020-2021,Réinscrit,2021-04-06,Marketing,S2,2020-2021
3064,1422,2021-2022,Nouveau,2024-04-16,Génie Informatique,S5,2021-2022
3065,1422,2024-2025,Réinscrit,2024-07-14,Génie Informatique,S3,2024-2025
3066,1423,2021-2022,Nouveau,2022-06-20,Génie Civil,S3,2021-2022
3067,1423,2022-2023,Réinscrit,2023-07-01,Génie Civil,S1,2022-2023
3068,1423,2023-2024,Réinscrit,2021-05-07,Génie Civil,S2,2023-2024
3069,1423,2024-2025,Réinscrit,2019-07-05,Génie Civil,S2,2024-2025
3070,1424,2020-2021,Nouveau,2018-11-01,Génie Civil,S2,2020-2021
3071,1424,2022-2023,Réinscrit,2019-08-24,Génie Civil,S4,2022-2023
3072,1424,2020-2021,Réinscrit,2023-10-07,Génie Civil,S3,2020-2021
3073,1424,2021-2022,Réinscrit,2021-12-24,Génie Civil,S2,2021-2022
3074,1425,2022-2023,Nouveau,2022-09-28,Marketing,S3,2022-2023
3075,1426,2020-2021,Nouveau,2020-09-03,Finance & Comptabilité,S6,2020-2021
3076,1427,2022-2023,Nouveau,2023-12-22,Marketing,S3,2022-2023
3077,1427,2023-2024,Réinscrit,2020-03-29,Marketing,S1,2023-2024
3078,1427,2024-2025,Réinscrit,2024-02-21,Marketing,S1,2024-2025
3079,1427,2022-2023,Réinscrit,2021-11-18,Marketing,S4,2022-2023
3080,1428,2024-2025,Nouveau,2020-02-11,Droit des Affaires,S4,2024-2025
3081,1428,2022-2023,Réinscrit,2024-05-31,Droit des Affaires,S5,2022-2023
3082,1428,2022-2023,Réinscrit,2022-11-09,Droit des Affaires,S1,2022-2023
3083,1428,2023-2024,Réinscrit,2024-05-04,Droit des Affaires,S4,2023-2024
3084,1429,2020-2021,Nouveau,2019-04-22,Génie Informatique,S6,2020-2021
3085,1429,2021-2022,Réinscrit,2018-10-03,Génie Informatique,S2,2021-2022
3086,1429,2020-2021,Réinscrit,2021-12-04,Génie Informatique,S4,2020-2021
3087,1430,2024-2025,Nouveau,2023-02-22,Génie Informatique,S1,2024-2025
3088,1430,2021-2022,Réinscrit,2023-01-08,Génie Informatique,S4,2021-2022
3089,1431,2022-2023,Nouveau,2023-11-22,Génie Civil,S4,2022-2023
3090,1432,2020-2021,Nouveau,2019-08-18,Marketing,S2,2020-2021
3091,1432,2020-2021,Réinscrit,2023-02-12,Marketing,S4,2020-2021
3092,1432,2021-2022,Réinscrit,2023-03-03,Marketing,S3,2021-2022
3093,1432,2020-2021,Réinscrit,2022-03-23,Marketing,S3,2020-2021
3094,1433,2021-2022,Nouveau,2024-01-03,Génie Electrique,S1,2021-2022
3095,1433,2022-2023,Réinscrit,2023-10-06,Génie Electrique,S1,2022-2023
3096,1433,2024-2025,Réinscrit,2020-05-30,Génie Electrique,S4,2024-2025
3097,1433,2021-2022,Réinscrit,2021-01-22,Génie Electrique,S3,2021-2022
3098,1434,2024-2025,Nouveau,2022-12-06,Génie Electrique,S1,2024-2025
3099,1435,2023-2024,Nouveau,2023-12-23,Finance & Comptabilité,S2,2023-2024
3100,1435,2020-2021,Réinscrit,2021-01-14,Finance & Comptabilité,S1,2020-2021
3101,1435,2023-2024,Réinscrit,2021-09-10,Finance & Comptabilité,S3,2023-2024
3102,1436,2020-2021,Nouveau,2020-04-03,Finance & Comptabilité,S1,2020-2021
3103,1436,2022-2023,Réinscrit,2023-03-18,Finance & Comptabilité,S1,2022-2023
3104,1437,2023-2024,Nouveau,2023-05-17,Droit des Affaires,S5,2023-2024
3105,1437,2021-2022,Réinscrit,2021-07-29,Droit des Affaires,S2,2021-2022
3106,1437,2020-2021,Réinscrit,2019-09-14,Droit des Affaires,S4,2020-2021
3107,1438,2022-2023,Nouveau,2020-07-05,Génie Civil,S2,2022-2023
3108,1438,2022-2023,Réinscrit,2023-05-14,Génie Civil,S4,2022-2023
3109,1438,2023-2024,Réinscrit,2024-09-02,Génie Civil,S6,2023-2024
3110,1439,2023-2024,Nouveau,2022-08-23,Génie Informatique,S6,2023-2024
3111,1439,2024-2025,Réinscrit,2023-01-11,Génie Informatique,S1,2024-2025
3112,1440,2020-2021,Nouveau,2020-04-15,Génie Electrique,S3,2020-2021
3113,1440,2022-2023,Réinscrit,2018-10-29,Génie Electrique,S2,2022-2023
3114,1441,2021-2022,Nouveau,2024-04-07,Droit des Affaires,S3,2021-2022
3115,1441,2020-2021,Réinscrit,2023-03-23,Droit des Affaires,S3,2020-2021
3116,1441,2024-2025,Réinscrit,2018-09-16,Droit des Affaires,S4,2024-2025
3117,1441,2021-2022,Réinscrit,2023-09-15,Droit des Affaires,S6,2021-2022
3118,1442,2020-2021,Nouveau,2021-02-12,Génie Electrique,S6,2020-2021
3119,1443,2023-2024,Nouveau,2020-07-12,Génie Electrique,S5,2023-2024
3120,1443,2023-2024,Réinscrit,2021-02-02,Génie Electrique,S3,2023-2024
3121,1444,2021-2022,Nouveau,2018-10-29,Droit des Affaires,S3,2021-2022
3122,1444,2022-2023,Réinscrit,2018-11-06,Droit des Affaires,S3,2022-2023
3123,1445,2024-2025,Nouveau,2020-01-24,Génie Electrique,S6,2024-2025
3124,1445,2023-2024,Réinscrit,2023-10-12,Génie Electrique,S4,2023-2024
3125,1445,2023-2024,Réinscrit,2022-08-11,Génie Electrique,S3,2023-2024
3126,1446,2024-2025,Nouveau,2022-06-07,Génie Civil,S1,2024-2025
3127,1446,2021-2022,Réinscrit,2023-10-24,Génie Civil,S4,2021-2022
3128,1446,2022-2023,Réinscrit,2020-08-25,Génie Civil,S5,2022-2023
3129,1446,2024-2025,Réinscrit,2020-06-28,Génie Civil,S5,2024-2025
3130,1447,2023-2024,Nouveau,2021-11-11,Marketing,S6,2023-2024
3131,1447,2023-2024,Réinscrit,2021-11-04,Marketing,S6,2023-2024
3132,1447,2024-2025,Réinscrit,2019-10-12,Marketing,S1,2024-2025
3133,1447,2020-2021,Réinscrit,2019-09-03,Marketing,S6,2020-2021
3134,1448,2024-2025,Nouveau,2023-04-12,Génie Electrique,S1,2024-2025
3135,1449,2024-2025,Nouveau,2019-10-14,Génie Informatique,S6,2024-2025
3136,1449,2023-2024,Réinscrit,2024-04-23,Génie Informatique,S5,2023-2024
3137,1449,2020-2021,Réinscrit,2021-12-01,Génie Informatique,S4,2020-2021
3138,1449,2021-2022,Réinscrit,2021-03-01,Génie Informatique,S4,2021-2022
3139,1450,2020-2021,Nouveau,2020-11-10,Droit des Affaires,S4,2020-2021
3140,1450,2020-2021,Réinscrit,2022-08-07,Droit des Affaires,S4,2020-2021
3141,1450,2023-2024,Réinscrit,2023-02-08,Droit des Affaires,S1,2023-2024
3142,1450,2022-2023,Réinscrit,2021-03-06,Droit des Affaires,S5,2022-2023
3143,1451,2022-2023,Nouveau,2021-08-19,Génie Electrique,S3,2022-2023
3144,1451,2023-2024,Réinscrit,2021-05-17,Génie Electrique,S1,2023-2024
3145,1451,2023-2024,Réinscrit,2019-01-12,Génie Electrique,S1,2023-2024
3146,1452,2021-2022,Nouveau,2022-11-12,Finance & Comptabilité,S5,2021-2022
3147,1453,2022-2023,Nouveau,2020-07-30,Génie Informatique,S5,2022-2023
3148,1453,2023-2024,Réinscrit,2021-05-18,Génie Informatique,S5,2023-2024
3149,1453,2023-2024,Réinscrit,2020-10-29,Génie Informatique,S5,2023-2024
3150,1454,2020-2021,Nouveau,2023-06-24,Marketing,S2,2020-2021
3151,1454,2023-2024,Réinscrit,2020-08-12,Marketing,S4,2023-2024
3152,1454,2022-2023,Réinscrit,2024-06-19,Marketing,S2,2022-2023
3153,1454,2023-2024,Réinscrit,2021-04-04,Marketing,S1,2023-2024
3154,1455,2024-2025,Nouveau,2019-12-29,Génie Electrique,S6,2024-2025
3155,1455,2024-2025,Réinscrit,2023-01-23,Génie Electrique,S6,2024-2025
3156,1456,2024-2025,Nouveau,2020-06-13,Génie Civil,S3,2024-2025
3157,1456,2021-2022,Réinscrit,2019-09-17,Génie Civil,S1,2021-2022
3158,1456,2020-2021,Réinscrit,2023-07-28,Génie Civil,S1,2020-2021
3159,1457,2020-2021,Nouveau,2019-07-20,Génie Civil,S5,2020-2021
3160,1457,2023-2024,Réinscrit,2018-12-13,Génie Civil,S6,2023-2024
3161,1458,2023-2024,Nouveau,2022-09-06,Génie Electrique,S2,2023-2024
3162,1458,2021-2022,Réinscrit,2021-02-25,Génie Electrique,S3,2021-2022
3163,1459,2024-2025,Nouveau,2021-06-01,Finance & Comptabilité,S6,2024-2025
3164,1459,2023-2024,Réinscrit,2021-08-02,Finance & Comptabilité,S6,2023-2024
3165,1460,2022-2023,Nouveau,2019-08-06,Droit des Affaires,S2,2022-2023
3166,1461,2024-2025,Nouveau,2019-10-29,Génie Civil,S1,2024-2025
3167,1462,2024-2025,Nouveau,2020-01-16,Génie Informatique,S1,2024-2025
3168,1462,2021-2022,Réinscrit,2021-10-31,Génie Informatique,S3,2021-2022
3169,1462,2021-2022,Réinscrit,2019-09-16,Génie Informatique,S1,2021-2022
3170,1462,2023-2024,Réinscrit,2022-09-20,Génie Informatique,S2,2023-2024
3171,1463,2020-2021,Nouveau,2024-03-04,Droit des Affaires,S1,2020-2021
3172,1463,2023-2024,Réinscrit,2019-06-29,Droit des Affaires,S4,2023-2024
3173,1463,2020-2021,Réinscrit,2021-01-09,Droit des Affaires,S6,2020-2021
3174,1463,2023-2024,Réinscrit,2022-11-16,Droit des Affaires,S3,2023-2024
3175,1464,2021-2022,Nouveau,2020-09-06,Finance & Comptabilité,S3,2021-2022
3176,1464,2020-2021,Réinscrit,2020-09-01,Finance & Comptabilité,S6,2020-2021
3177,1464,2024-2025,Réinscrit,2019-01-07,Finance & Comptabilité,S1,2024-2025
3178,1464,2022-2023,Réinscrit,2022-07-22,Finance & Comptabilité,S4,2022-2023
3179,1465,2021-2022,Nouveau,2024-07-08,Marketing,S6,2021-2022
3180,1466,2020-2021,Nouveau,2020-10-29,Droit des Affaires,S5,2020-2021
3181,1466,2020-2021,Réinscrit,2024-09-04,Droit des Affaires,S1,2020-2021
3182,1466,2024-2025,Réinscrit,2024-05-28,Droit des Affaires,S2,2024-2025
3183,1467,2022-2023,Nouveau,2019-12-15,Marketing,S2,2022-2023
3184,1467,2020-2021,Réinscrit,2022-05-04,Marketing,S2,2020-2021
3185,1468,2020-2021,Nouveau,2020-02-01,Droit des Affaires,S3,2020-2021
3186,1468,2022-2023,Réinscrit,2024-01-25,Droit des Affaires,S2,2022-2023
3187,1469,2022-2023,Nouveau,2021-12-19,Droit des Affaires,S4,2022-2023
3188,1470,2023-2024,Nouveau,2024-05-31,Génie Civil,S4,2023-2024
3189,1470,2021-2022,Réinscrit,2021-06-21,Génie Civil,S2,2021-2022
3190,1470,2021-2022,Réinscrit,2021-10-26,Génie Civil,S4,2021-2022
3191,1470,2020-2021,Réinscrit,2022-02-28,Génie Civil,S2,2020-2021
3192,1471,2023-2024,Nouveau,2023-07-12,Finance & Comptabilité,S4,2023-2024
3193,1471,2023-2024,Réinscrit,2021-09-17,Finance & Comptabilité,S3,2023-2024
3194,1472,2024-2025,Nouveau,2022-12-17,Génie Civil,S4,2024-2025
3195,1473,2024-2025,Nouveau,2022-08-16,Marketing,S3,2024-2025
3196,1473,2020-2021,Réinscrit,2023-09-15,Marketing,S2,2020-2021
3197,1474,2024-2025,Nouveau,2021-07-03,Génie Civil,S5,2024-2025
3198,1475,2022-2023,Nouveau,2024-08-12,Finance & Comptabilité,S3,2022-2023
3199,1475,2023-2024,Réinscrit,2019-01-01,Finance & Comptabilité,S1,2023-2024
3200,1475,2021-2022,Réinscrit,2022-04-14,Finance & Comptabilité,S4,2021-2022
3201,1475,2021-2022,Réinscrit,2022-09-05,Finance & Comptabilité,S2,2021-2022
3202,1476,2021-2022,Nouveau,2022-11-01,Génie Electrique,S3,2021-2022
3203,1477,2022-2023,Nouveau,2020-01-14,Marketing,S1,2022-2023
3204,1477,2022-2023,Réinscrit,2018-10-15,Marketing,S6,2022-2023
3205,1478,2021-2022,Nouveau,2023-11-20,Génie Electrique,S5,2021-2022
3206,1478,2022-2023,Réinscrit,2021-04-10,Génie Electrique,S5,2022-2023
3207,1478,2020-2021,Réinscrit,2022-12-28,Génie Electrique,S3,2020-2021
3208,1479,2024-2025,Nouveau,2021-02-07,Finance & Comptabilité,S1,2024-2025
3209,1479,2024-2025,Réinscrit,2021-10-13,Finance & Comptabilité,S6,2024-2025
3210,1480,2024-2025,Nouveau,2023-05-25,Marketing,S6,2024-2025
3211,1481,2022-2023,Nouveau,2022-04-04,Génie Civil,S2,2022-2023
3212,1481,2021-2022,Réinscrit,2019-03-23,Génie Civil,S4,2021-2022
3213,1481,2023-2024,Réinscrit,2019-03-11,Génie Civil,S3,2023-2024
3214,1481,2023-2024,Réinscrit,2020-01-02,Génie Civil,S1,2023-2024
3215,1482,2021-2022,Nouveau,2022-05-01,Génie Civil,S5,2021-2022
3216,1482,2023-2024,Réinscrit,2021-04-26,Génie Civil,S5,2023-2024
3217,1482,2020-2021,Réinscrit,2021-11-11,Génie Civil,S1,2020-2021
3218,1482,2024-2025,Réinscrit,2018-09-20,Génie Civil,S4,2024-2025
3219,1483,2021-2022,Nouveau,2023-03-08,Droit des Affaires,S1,2021-2022
3220,1483,2024-2025,Réinscrit,2024-07-31,Droit des Affaires,S1,2024-2025
3221,1483,2022-2023,Réinscrit,2018-11-06,Droit des Affaires,S1,2022-2023
3222,1484,2020-2021,Nouveau,2023-04-28,Génie Civil,S6,2020-2021
3223,1484,2022-2023,Réinscrit,2021-09-30,Génie Civil,S3,2022-2023
3224,1484,2022-2023,Réinscrit,2023-02-26,Génie Civil,S1,2022-2023
3225,1484,2024-2025,Réinscrit,2022-03-06,Génie Civil,S4,2024-2025
3226,1485,2023-2024,Nouveau,2022-01-05,Marketing,S6,2023-2024
3227,1486,2023-2024,Nouveau,2020-01-11,Marketing,S3,2023-2024
3228,1486,2024-2025,Réinscrit,2019-10-26,Marketing,S1,2024-2025
3229,1486,2021-2022,Réinscrit,2019-03-15,Marketing,S1,2021-2022
3230,1486,2021-2022,Réinscrit,2019-11-05,Marketing,S3,2021-2022
3231,1487,2021-2022,Nouveau,2020-07-29,Droit des Affaires,S1,2021-2022
3232,1487,2021-2022,Réinscrit,2022-10-20,Droit des Affaires,S5,2021-2022
3233,1487,2020-2021,Réinscrit,2019-04-04,Droit des Affaires,S3,2020-2021
3234,1487,2020-2021,Réinscrit,2019-11-28,Droit des Affaires,S1,2020-2021
3235,1488,2020-2021,Nouveau,2021-08-16,Génie Civil,S3,2020-2021
3236,1488,2024-2025,Réinscrit,2022-12-03,Génie Civil,S3,2024-2025
3237,1488,2021-2022,Réinscrit,2020-03-18,Génie Civil,S5,2021-2022
3238,1489,2020-2021,Nouveau,2020-01-31,Génie Civil,S3,2020-2021
3239,1489,2021-2022,Réinscrit,2023-04-20,Génie Civil,S6,2021-2022
3240,1489,2023-2024,Réinscrit,2020-01-15,Génie Civil,S5,2023-2024
3241,1489,2024-2025,Réinscrit,2021-05-13,Génie Civil,S5,2024-2025
3242,1490,2023-2024,Nouveau,2021-10-24,Génie Electrique,S3,2023-2024
3243,1490,2023-2024,Réinscrit,2021-03-14,Génie Electrique,S1,2023-2024
3244,1490,2022-2023,Réinscrit,2021-12-27,Génie Electrique,S6,2022-2023
3245,1490,2020-2021,Réinscrit,2022-08-16,Génie Electrique,S5,2020-2021
3246,1491,2021-2022,Nouveau,2019-07-17,Droit des Affaires,S1,2021-2022
3247,1491,2023-2024,Réinscrit,2019-05-05,Droit des Affaires,S2,2023-2024
3248,1492,2021-2022,Nouveau,2023-12-01,Droit des Affaires,S4,2021-2022
3249,1493,2023-2024,Nouveau,2019-11-03,Marketing,S3,2023-2024
3250,1493,2021-2022,Réinscrit,2024-08-01,Marketing,S5,2021-2022
3251,1494,2022-2023,Nouveau,2023-10-04,Génie Civil,S6,2022-2023
3252,1494,2021-2022,Réinscrit,2024-04-28,Génie Civil,S1,2021-2022
3253,1494,2021-2022,Réinscrit,2021-02-13,Génie Civil,S3,2021-2022
3254,1495,2023-2024,Nouveau,2024-06-04,Finance & Comptabilité,S2,2023-2024
3255,1495,2023-2024,Réinscrit,2020-10-09,Finance & Comptabilité,S1,2023-2024
3256,1495,2022-2023,Réinscrit,2023-05-30,Finance & Comptabilité,S2,2022-2023
3257,1495,2022-2023,Réinscrit,2019-10-24,Finance & Comptabilité,S2,2022-2023
3258,1496,2020-2021,Nouveau,2019-11-26,Génie Civil,S2,2020-2021
3259,1496,2020-2021,Réinscrit,2023-11-01,Génie Civil,S2,2020-2021
3260,1496,2022-2023,Réinscrit,2018-12-27,Génie Civil,S4,2022-2023
3261,1496,2024-2025,Réinscrit,2023-09-29,Génie Civil,S3,2024-2025
3262,1497,2020-2021,Nouveau,2019-08-11,Droit des Affaires,S3,2020-2021
3263,1497,2023-2024,Réinscrit,2021-01-16,Droit des Affaires,S2,2023-2024
3264,1497,2023-2024,Réinscrit,2024-04-18,Droit des Affaires,S4,2023-2024
3265,1498,2020-2021,Nouveau,2023-08-13,Marketing,S3,2020-2021
3266,1498,2022-2023,Réinscrit,2019-10-06,Marketing,S1,2022-2023
3267,1498,2023-2024,Réinscrit,2023-05-28,Marketing,S2,2023-2024
3268,1499,2021-2022,Nouveau,2023-03-08,Génie Civil,S2,2021-2022
3269,1499,2024-2025,Réinscrit,2021-10-05,Génie Civil,S5,2024-2025
3270,1499,2024-2025,Réinscrit,2024-03-14,Génie Civil,S5,2024-2025
3271,1500,2020-2021,Nouveau,2019-03-24,Génie Electrique,S6,2020-2021
3272,1500,2021-2022,Réinscrit,2019-11-29,Génie Electrique,S2,2021-2022
3273,1500,2020-2021,Réinscrit,2019-04-06,Génie Electrique,S1,2020-2021
3274,1500,2024-2025,Réinscrit,2021-08-26,Génie Electrique,S2,2024-2025
3275,1501,2024-2025,Nouveau,2019-10-19,Génie Informatique,S3,2024-2025
3276,1502,2024-2025,Nouveau,2023-03-16,Marketing,S4,2024-2025
3277,1502,2023-2024,Réinscrit,2019-10-20,Marketing,S2,2023-2024
3278,1503,2023-2024,Nouveau,2020-12-21,Marketing,S2,2023-2024
3279,1503,2021-2022,Réinscrit,2022-07-25,Marketing,S6,2021-2022
3280,1503,2022-2023,Réinscrit,2021-11-23,Marketing,S6,2022-2023
3281,1504,2020-2021,Nouveau,2020-09-28,Droit des Affaires,S5,2020-2021
3282,1505,2022-2023,Nouveau,2021-05-05,Génie Informatique,S2,2022-2023
3283,1505,2022-2023,Réinscrit,2019-06-12,Génie Informatique,S2,2022-2023
3284,1505,2021-2022,Réinscrit,2022-05-23,Génie Informatique,S4,2021-2022
3285,1505,2021-2022,Réinscrit,2018-10-23,Génie Informatique,S6,2021-2022
3286,1506,2023-2024,Nouveau,2022-05-31,Génie Civil,S1,2023-2024
3287,1506,2021-2022,Réinscrit,2021-08-16,Génie Civil,S1,2021-2022
3288,1506,2021-2022,Réinscrit,2018-10-10,Génie Civil,S5,2021-2022
3289,1506,2022-2023,Réinscrit,2023-12-24,Génie Civil,S5,2022-2023
3290,1507,2023-2024,Nouveau,2021-06-10,Génie Electrique,S4,2023-2024
3291,1508,2020-2021,Nouveau,2018-11-11,Génie Civil,S5,2020-2021
3292,1509,2021-2022,Nouveau,2024-07-22,Droit des Affaires,S5,2021-2022
3293,1509,2021-2022,Réinscrit,2020-04-23,Droit des Affaires,S1,2021-2022
3294,1509,2020-2021,Réinscrit,2022-01-30,Droit des Affaires,S6,2020-2021
3295,1510,2023-2024,Nouveau,2024-03-02,Génie Informatique,S6,2023-2024
3296,1510,2022-2023,Réinscrit,2021-07-21,Génie Informatique,S6,2022-2023
3297,1510,2023-2024,Réinscrit,2021-07-05,Génie Informatique,S3,2023-2024
3298,1511,2020-2021,Nouveau,2022-08-15,Génie Electrique,S3,2020-2021
3299,1511,2022-2023,Réinscrit,2024-06-22,Génie Electrique,S6,2022-2023
3300,1511,2024-2025,Réinscrit,2024-02-05,Génie Electrique,S1,2024-2025
3301,1511,2022-2023,Réinscrit,2024-06-28,Génie Electrique,S6,2022-2023
3302,1512,2021-2022,Nouveau,2023-04-08,Finance & Comptabilité,S2,2021-2022
3303,1513,2022-2023,Nouveau,2024-04-01,Finance & Comptabilité,S1,2022-2023
3304,1513,2021-2022,Réinscrit,2023-07-01,Finance & Comptabilité,S3,2021-2022
3305,1514,2020-2021,Nouveau,2020-11-02,Génie Electrique,S4,2020-2021
3306,1514,2020-2021,Réinscrit,2021-09-26,Génie Electrique,S6,2020-2021
3307,1515,2024-2025,Nouveau,2020-08-17,Finance & Comptabilité,S3,2024-2025
3308,1515,2022-2023,Réinscrit,2022-05-19,Finance & Comptabilité,S4,2022-2023
3309,1515,2024-2025,Réinscrit,2023-05-07,Finance & Comptabilité,S3,2024-2025
3310,1515,2022-2023,Réinscrit,2020-10-20,Finance & Comptabilité,S1,2022-2023
3311,1516,2024-2025,Nouveau,2020-01-17,Droit des Affaires,S4,2024-2025
3312,1516,2023-2024,Réinscrit,2022-07-23,Droit des Affaires,S3,2023-2024
3313,1516,2020-2021,Réinscrit,2018-10-05,Droit des Affaires,S4,2020-2021
3314,1517,2023-2024,Nouveau,2020-05-08,Droit des Affaires,S5,2023-2024
3315,1517,2022-2023,Réinscrit,2020-06-28,Droit des Affaires,S3,2022-2023
3316,1518,2022-2023,Nouveau,2019-05-23,Droit des Affaires,S3,2022-2023
3317,1518,2020-2021,Réinscrit,2023-10-04,Droit des Affaires,S1,2020-2021
3318,1518,2021-2022,Réinscrit,2021-11-03,Droit des Affaires,S5,2021-2022
3319,1518,2020-2021,Réinscrit,2019-04-06,Droit des Affaires,S4,2020-2021
3320,1519,2020-2021,Nouveau,2023-06-29,Génie Electrique,S3,2020-2021
3321,1519,2020-2021,Réinscrit,2019-03-24,Génie Electrique,S3,2020-2021
3322,1519,2021-2022,Réinscrit,2022-08-05,Génie Electrique,S3,2021-2022
3323,1520,2020-2021,Nouveau,2021-09-13,Génie Civil,S2,2020-2021
3324,1520,2021-2022,Réinscrit,2023-07-06,Génie Civil,S5,2021-2022
3325,1521,2022-2023,Nouveau,2021-02-13,Génie Civil,S1,2022-2023
3326,1522,2022-2023,Nouveau,2021-06-15,Génie Informatique,S6,2022-2023
3327,1522,2023-2024,Réinscrit,2023-05-28,Génie Informatique,S4,2023-2024
3328,1522,2020-2021,Réinscrit,2021-08-06,Génie Informatique,S3,2020-2021
3329,1522,2024-2025,Réinscrit,2022-02-24,Génie Informatique,S2,2024-2025
3330,1523,2022-2023,Nouveau,2020-03-24,Génie Civil,S6,2022-2023
3331,1523,2021-2022,Réinscrit,2021-06-21,Génie Civil,S2,2021-2022
3332,1523,2023-2024,Réinscrit,2020-11-26,Génie Civil,S3,2023-2024
3333,1523,2022-2023,Réinscrit,2019-08-17,Génie Civil,S3,2022-2023
3334,1524,2024-2025,Nouveau,2020-09-21,Génie Civil,S4,2024-2025
3335,1524,2023-2024,Réinscrit,2019-09-29,Génie Civil,S2,2023-2024
3336,1524,2024-2025,Réinscrit,2023-08-16,Génie Civil,S6,2024-2025
3337,1524,2022-2023,Réinscrit,2024-04-25,Génie Civil,S6,2022-2023
3338,1525,2023-2024,Nouveau,2022-08-21,Génie Informatique,S4,2023-2024
3339,1525,2023-2024,Réinscrit,2023-05-20,Génie Informatique,S4,2023-2024
3340,1525,2023-2024,Réinscrit,2018-12-23,Génie Informatique,S5,2023-2024
